Ref#;Gebouw NL;Gebouw EN;Gebouw ID;Afkorting NL;Afkorting EN;Etage;Vastgoednr;Kamernr;Kamer ID;Ruimtenaam NL;Ruimtenaam EN;Soort studieplek;Email adres gebouw;Email adres onderwijszaal;Breedtegraad;Lengtegraad;Type Studieplek;Totaal aantal studieplekken;Aantal tafels;Aantal stoelen per tafel;Verstelbare stoel;Vaste stoel;Overige zitplek;Waarvan te gebruiken als individuele studieplek;Beschikbaarheid voor zelfstudie;Mate van stilte;Reserveerbaar voor zelfstudie;Daglicht;Stroompunt;Ethernet;Vaste PC;Whiteboard;Smartboard;Presentatiescherm;Afstand tot coffeecorner/ automaat;Afstand tot printer;Afstand tot toilet;Toegewezen aan project/groep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00175;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;3e verdieping;23.00.03.725;HG 3.72.1;HG 3.72.1;GANG;Corridor;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.998427;4.375832;B;9;1;5;0;5;4;2;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00176;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;3e verdieping;23.00.03.904;HG 3.92.2;HG 3.92.2;GANG;Corridor;aanlandstudieplek;Building-23@tudelft.nl;;51.997993;4.376141;B;8;1;8;8;0;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00177;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;4e verdieping;23.00.04.260;HG 4.03.5;HG 4.03.5;GANG;Corridor;informeel zitje;Building-23@tudelft.nl;;51.999208;4.375291;C;8;0;0;0;0;8;0;1;rustig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00178;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;4e verdieping;23.00.04.262;HG 4.06.2;HG 4.06.2;GANG;Corridor;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.999208;4.375291;B;10;2;5;0;9;0;4;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00179;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;4e verdieping;23.00.04.506;HG 4.50.7;HG 4.50.7;GANG;Corridor;informeel zitje;Building-23@tudelft.nl;;51.998704;4.375644;C;8;0;0;0;0;8;0;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00180;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;4e verdieping;23.00.04.704;HG 4.72.5;HG 4.72.5;GANG;Corridor;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.998427;4.375832;B;12;1;8;0;10;4;2;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00181;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;4e verdieping;23.00.04.905;HG 4.90.5;HG 4.90.5;GANG;Corridor;aanlandstudieplek;Building-23@tudelft.nl;;51.998427;4.375832;B;8;1;10;0;10;0;4;1;rustig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00182;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;6e verdieping;23.00.06.011;HG 6.02.6;HG 6.02.6;GANG;Corridor;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.999652;4.374984;B;14;1;14;0;14;0;6;1;rustig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00183;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;6e verdieping;23.00.06.100;HG 6.09;HG 6.09;GANG;Corridor;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.999490;4.375110;B;8;4;2;0;10;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00184;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;6e verdieping;23.00.06.310;HG 6.31;HG 6.31;GANG;Corridor;informeel zitje;Building-23@tudelft.nl;;51.999058;4.375404;C;8;0;0;0;0;8;0;1;rustig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00185;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;6e verdieping;23.00.06.372;HG 6.34.6;HG 6.34.6;GANG;Corridor;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.999058;4.375404;B;6;1;6;0;6;0;4;1;rustig;nee;nee;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00186;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;6e verdieping;23.00.06.451;HG 6.44.7;HG 6.44.7;GANG;Corridor;aanlandstudieplek;Building-23@tudelft.nl;;51.999058;4.375404;B;4;1;4;0;4;0;2;1;rustig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00187;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;6e verdieping;23.00.06.530;HG 6.53;HG 6.53;GANG;Corridor;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.998704;4.375644;B;6;1;6;0;6;0;4;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00188;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;6e verdieping;23.00.06.135;HG 6.68.5;HG 6.68.5;GANG;Corridor;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.998427;4.375832;B;8;1;8;0;8;0;4;1;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00189;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;6e verdieping;23.00.06.760;HG 6.76;HG 6.76;RESTAURANT;Restaurant;horecaplek;Building-23@tudelft.nl;;51.998191;4.376007;C;215;23;8;0;215;0;100;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00190;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;begane grond;23.06.00.070;KG 00.070;KG 00.070;PC ZAAL;Instruction room;onderwijsruimte;Building-23@tudelft.nl;Room-23.KG.00.070@tudelft.nl;51.999652;4.374984;A;33;10;3;33;0;0;33;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00191;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;begane grond;23.02.00.350;S2 0.38.5;S2 0.38.5;PORTAAL;PORTAAL;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.998509;4.376284;B;8;1;8;0;8;0;2;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00192;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.02.01.360;S2 1.50.6;S2 1.50.6;GALERIJ;GALERIJ;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.998509;4.376284;B;5;1;5;0;5;0;2;1;rustig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00193;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;begane grond;23.03.00.010;S3.00.010;S3.00.010;WERKRUSTKAMER;Office;concentratiestudieplek;Building-23@tudelft.nl;;51.998096;4.376591;A;16;3;6;12;0;4;10;1;rustig;nee;ja;ja (<1 pp);nee;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00194;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;begane grond;23.03.00.020;S3.00.020;S3.00.020;WERKRUSTKAMER;Office;concentratiestudieplek;Building-23@tudelft.nl;;51.998096;4.376591;A;12;2;6;8;0;4;6;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00195;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.onbekend.001;51.010;51.010;STUDIERUIMTE - Computers;Study Spot;concentratiestudieplek;Building-31@tudelft.nl;;52.002473;4.369949;A;20;2;10;20;0;0;20;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00196;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.onbekend.002;51.010;51.010;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-31@tudelft.nl;;52.002473;4.369949;A;30;5;6;30;0;0;20;1;stil;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00197;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.onbekend.003;51.010;51.010;STUDIERUIMTE - Cubicles;Study Spot;concentratiestudieplek;Building-31@tudelft.nl;;52.002473;4.369949;A;12;6;2;0;0;12;12;1;stil;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00198;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.01.01.841;A1.841;A1.841;GANG;Corridor;aanlandstudieplek / groepswerkplek;Building-31@tudelft.nl;;52.002608;4.369856;B;20;10;2;0;0;2;20;1;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00199;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.02.01.821;A1.821;A1.821;GANG;Corridor;informeel zitje;Building-31@tudelft.nl;;52.002574;4.369456;C;7;0;0;0;7;0;7;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00200;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.onbekend.004;05.(012);05.(012);STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-31@tudelft.nl;;52.002153;4.369246;A;8;2;4;8;0;0;4;1;stil;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00201;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.onbekend.005;05.(013);05.(013);STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-31@tudelft.nl;;52.002091;4.368984;A;6;3;2;6;0;0;3;1;stil;nee;nee;ja (>/= 1 pp);ja;nee;ja;nee;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00202;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.onbekend.006;05.(014);05.(014);STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-31@tudelft.nl;;52.002091;4.368984;A;6;3;2;6;0;0;3;1;stil;nee;nee;ja (>/= 1 pp);ja;nee;ja;nee;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00203;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.onbekend.007;05.(080);05.(080);PC ZAAL B;Instruction room;onderwijsruimte;Building-31@tudelft.nl;Room-31.D1.080@tudelft.nl;52.002258;4.369342;A;72;6;12;72;0;0;72;2;stil;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00204;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.240;A0.240;A0.240;GROEPSRUIMTE;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002376;4.369978;B;6;3;2;1;5;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00205;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.260;A0.260;A0.260;GROEPSRUIMTE;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002376;4.369978;B;6;3;2;2;4;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00206;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.280;A0.280;A0.280;GROEPSRUIMTE;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002376;4.369978;B;4;2;2;1;4;0;2;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00207;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.300;A0.300;A0.300;GROEPSRUIMTE;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002376;4.369978;B;6;3;2;3;3;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00208;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.320;A0.320;A0.320;GROEPSRUIMTE;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002376;4.369978;B;6;3;2;2;4;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00209;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.330;A0.330;A0.330;GROEPSRUIMTE;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002376;4.369978;B;6;3;2;3;3;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00210;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.340;A0.340;A0.340;GROEPSRUIMTE;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002376;4.369978;B;6;3;2;2;4;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00211;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.350;A0.350;A0.350;GROEPSRUIMTE;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002376;4.369978;B;6;3;2;2;4;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00212;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.370;A0.370;A0.370;GROEPSRUIMTE;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002376;4.369978;B;6;3;2;2;4;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00213;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.380;A0.380;A0.380;GROEPSRUIMTE;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002376;4.369978;B;6;3;2;2;4;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00214;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.390;A0.390;A0.390;GROEPSRUIMTE;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002376;4.369978;B;6;3;2;4;2;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00215;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.400;A0.400;A0.400;GROEPSRUIMTE;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002376;4.369978;B;6;4;2;2;3;0;4;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00216;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.02.00.821;A0.821;A0.821;GANG;Corridor;informeel zitje;Building-31@tudelft.nl;;52.002574;4.369456;C;6;0;0;0;6;0;6;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
