Ref#;Gebouw NL;Gebouw EN;Gebouw ID;Afkorting NL;Afkorting EN;Etage;Vastgoednr;Kamernr;Kamer ID;Ruimtenaam NL;Ruimtenaam EN;Soort studieplek;Email adres gebouw;Email adres onderwijszaal;Breedtegraad;Lengtegraad;Type Studieplek;Totaal aantal studieplekken;Aantal tafels;Aantal stoelen per tafel;Verstelbare stoel;Vaste stoel;Overige zitplek;Waarvan te gebruiken als individuele studieplek;Beschikbaarheid voor zelfstudie;Mate van stilte;Reserveerbaar voor zelfstudie;Daglicht;Stroompunt;Ethernet;Vaste PC;Whiteboard;Smartboard;Presentatiescherm;Afstand tot coffeecorner/ automaat;Afstand tot printer;Afstand tot toilet;Toegewezen aan project/groep
SSP00266;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;tussenverdieping bg;33.01.T0.300;Pulse;Pulse;HALL 3;HALL 3;onderwijsruimte;Building-33@tudelft.nl;Room-33.AT0.300@tudelft.nl;52.001465;4.371004;B;128;64;2;0;128;0;64;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00267;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;tussenverdieping bg;33.01.T0.200;Pulse;Pulse;HALL 4;HALL 4;onderwijsruimte;Building-33@tudelft.nl;Room-33.AT0.200@tudelft.nl;52.001386;4.371317;B;58;29;2;58;0;0;29;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00268;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;1e verdieping;33.01.01.200;Pulse;Pulse;HALL 5;HALL 5;onderwijsruimte;Building-33@tudelft.nl;Room-33.A1.200@tudelft.nl;52.001589;4.371179;B;82;41;2;82;0;0;41;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00269;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;1e verdieping;33.01.01.500;Pulse;Pulse;HALL 6;HALL 6;onderwijsruimte;Building-33@tudelft.nl;Room-33.A1.500@tudelft.nl;52.001753;4.371095;B;96;48;2;96;0;0;48;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00270;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;2e verdieping;33.01.02.200;Pulse;Pulse;HALL 7;HALL 7;onderwijsruimte;Building-33@tudelft.nl;Room-33.A2.200@tudelft.nl;52.001753;4.371095;B;60;30;2;60;0;0;30;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00271;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;2e verdieping;33.01.02.500;Pulse;Pulse;HALL 8;HALL 8;onderwijsruimte;Building-33@tudelft.nl;Room-33.A2.500@tudelft.nl;52.001465;4.371004;B;82;41;2;82;0;0;41;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00272;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;2e verdieping;33.01.02.300;Pulse;Pulse;HALL 9;HALL 9;onderwijsruimte;Building-33@tudelft.nl;Room-33.A2.300@tudelft.nl;52.001589;4.371179;B;60;30;2;60;0;0;30;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00273;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;begane grond;33.onbekend.001;Pulse;Pulse;RESTAURANT;Restaurant;horecaplek;Building-33@tudelft.nl;;52.001638;4.370892;C;186;;;0;186;;;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00274;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;1e verdieping;33.01.01.400;Pulse;Pulse;SQUARE;SQUARE;informeel zitje;Building-33@tudelft.nl;Room-33.A1.400@tudelft.nl;52.001638;4.370892;C;50;0;0;0;0;50;;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00275;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;tussenverdieping bg;33.onbekend.006;Pulse;Pulse;STUDY ROOM/AREA;Study Spot;aanlandstudieplek / groepswerkplek;Building-33@tudelft.nl;;52.001303;4.371004;B;24;4;6;16;8;0;24;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00276;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;1e verdieping;33.onbekend.010;Pulse;Pulse;STUDY ROOM/AREA;Study Spot;aanlandstudieplek / groepswerkplek;Building-33@tudelft.nl;;52.001529;4.370803;B;24;6;4;16;8;0;24;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00277;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;2e verdieping;33.onbekend.015;Pulse;Pulse;STUDY ROOM/AREA;Study Spot;aanlandstudieplek / groepswerkplek;Building-33@tudelft.nl;;52.001529;4.370803;B;52;16;;32;20;0;;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00278;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;begane grond;33.onbekend.005;Pulse;Pulse;TECHNOLOGY;TECHNOLOGY;onderwijsruimte;Building-33@tudelft.nl;Room-33.A0.400@tudelft.nl;52.001589;4.371179;B;48;24;2;48;0;0;24;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00279;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.01.01.841;A1.841;A1.841;GANG;Corridor;aanlandstudieplek / groepswerkplek;Building-31@tudelft.nl;;52.002639;4.369808;B;20;10;2;0;0;2;20;1;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00280;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.02.01.821;A1.821;A1.821;GANG;Corridor;informeel zitje;Building-31@tudelft.nl;;52.002574;4.369456;C;7;0;0;0;7;0;7;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00281;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.02.00.821;A0.821;A0.821;GANG;Corridor;informeel zitje;Building-31@tudelft.nl;;52.002574;4.369456;C;6;0;0;0;6;0;6;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00282;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.03.00.060;B0.060;B0.060;GANG;Corridor;informeel zitje;Building-31@tudelft.nl;;52.002467;4.369293;C;16;2;8;8;8;0;8;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00283;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.05.00.010;D0.010;D0.010;PC ZAAL A;Instruction room;concentratiestudieplek;Building-31@tudelft.nl;;52.002120;4.369109;A;70;70;1;70;0;0;70;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00284;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.05.01.080;05.080;05.080;PC ZAAL B;Instruction room;onderwijsruimte;Building-31@tudelft.nl;Room-31.D1.080@tudelft.nl;52.002258;4.369342;A;72;6;12;72;0;0;72;2;stil;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00285;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.240;A0.240;A0.240;PROJECTRUIMTE 1;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002380;4.369973;B;6;3;2;1;5;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee
SSP00286;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.380;A0.380;A0.380;PROJECTRUIMTE 10;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002380;4.369973;B;6;3;2;2;4;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee
SSP00287;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.390;A0.390;A0.390;PROJECTRUIMTE 11;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002380;4.369973;B;6;3;2;4;2;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee
SSP00288;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.400;A0.400;A0.400;PROJECTRUIMTE 12;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002380;4.369973;B;6;4;2;2;3;0;4;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee
SSP00289;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.260;A0.260;A0.260;PROJECTRUIMTE 2;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002380;4.369973;B;6;3;2;2;4;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee
SSP00290;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.280;A0.280;A0.280;PROJECTRUIMTE 3;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002380;4.369973;B;4;2;2;1;4;0;2;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee
SSP00291;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.300;A0.300;A0.300;PROJECTRUIMTE 4;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002380;4.369973;B;6;3;2;3;3;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee
SSP00292;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.320;A0.320;A0.320;PROJECTRUIMTE 5;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002380;4.369973;B;6;3;2;2;4;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee
SSP00293;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.330;A0.330;A0.330;PROJECTRUIMTE 6;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002380;4.369973;B;6;3;2;3;3;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee
SSP00294;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.340;A0.340;A0.340;PROJECTRUIMTE 7;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002380;4.369973;B;6;3;2;2;4;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee
SSP00295;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.350;A0.350;A0.350;PROJECTRUIMTE 8;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002380;4.369973;B;6;3;2;2;4;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee
SSP00296;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.01.00.370;A0.370;A0.370;PROJECTRUIMTE 9;Group room;groepswerkplek;Building-31@tudelft.nl;;52.002380;4.369973;B;6;3;2;2;4;0;3;1;rustig;ja;ja;ja (>/= 1 pp);ja;nee;ja;ja;nee;>25m;0-25m;>25m;nee
SSP00297;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.03.00.140;B0.140;B0.140;RESTAURANT;Restaurant;horecaplek;Building-31@tudelft.nl;;52.002409;4.369041;C;44;10;4;0;44;0;12;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00298;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.03.00.170;B0.170;B0.170;RESTAURANT;Restaurant;horecaplek;Building-31@tudelft.nl;;52.002426;4.368916;C;36;6;6;0;36;0;12;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00299;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.03.00.270;B0.270;B0.270;RESTAURANT;Restaurant;horecaplek;Building-31@tudelft.nl;;52.002365;4.368696;C;44;14;3;0;44;0;14;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;>25m;>25m;nee
SSP00300;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.05.01.010;51.010;51.010;STUDY ROOM/AREA;Study Spot;concentratiestudieplek;Building-31@tudelft.nl;;52.002474;4.369924;A;20;2;10;20;0;0;20;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00301;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.05.01.010;51.010;51.010;STUDY ROOM/AREA;Study Spot;concentratiestudieplek;Building-31@tudelft.nl;;52.002474;4.369924;A;30;5;6;30;0;0;20;1;stil;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00302;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.05.01.010;51.010;51.010;STUDY ROOM/AREA;Study Spot;concentratiestudieplek;Building-31@tudelft.nl;;52.002474;4.369924;A;12;6;2;0;0;12;12;1;stil;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00303;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.05.01.012;05.012;05.012;STUDY ROOM/AREA;Study Spot;concentratiestudieplek;Building-31@tudelft.nl;;52.002153;4.369246;A;8;2;4;8;0;0;4;1;stil;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00304;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.05.01.013;05.013;05.013;STUDY ROOM/AREA;Study Spot;concentratiestudieplek;Building-31@tudelft.nl;;52.002091;4.368984;A;6;3;2;6;0;0;3;1;stil;nee;nee;ja (>/= 1 pp);ja;nee;ja;nee;nee;>25m;0-25m;>25m;nee
SSP00305;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;1e verdieping;31.05.01.014;05.014;05.014;STUDY ROOM/AREA;Study Spot;concentratiestudieplek;Building-31@tudelft.nl;;52.002091;4.368984;A;6;3;2;6;0;0;3;1;stil;nee;nee;ja (>/= 1 pp);ja;nee;ja;nee;nee;>25m;0-25m;>25m;nee
SSP00306;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.00.02.590;F 259;F 259;CENTRALE VOORZIENINGEN;Study Spot;concentratiestudieplek;Building-22@tudelft.nl;;52.000737;4.374256;A;8;1;6;6;0;2;4;1;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00307;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.00.02.780;F 278;F 278;CENTRALE VOORZIENINGEN;Instruction room;informeel zitje;Building-22@tudelft.nl;;52.000576;4.374350;C;4;0;0;0;0;4;0;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00308;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.720;A 272;A 272;CLASSROOM 10;Instruction room;onderwijsruimte;Building-22@tudelft.nl;Room-22.A.272@tudelft.nl;52.001807;4.374586;B;32;16;2;0;32;0;16;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja
SSP00309;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.070;A 207;A 207;CLASSROOM 4;Instruction room;onderwijsruimte;Building-22@tudelft.nl;Room-22.A.207@tudelft.nl;52.001637;4.373938;B;34;17;2;0;34;0;17;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja
SSP00310;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.110;A 211;A 211;CLASSROOM 5;Instruction room;onderwijsruimte;Building-22@tudelft.nl;Room-22.A.211@tudelft.nl;52.001637;4.373938;B;34;17;2;0;34;0;17;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja
SSP00311;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.510;A 251;A 251;CLASSROOM 6;Instruction room;onderwijsruimte;Building-22@tudelft.nl;Room-22.A.251@tudelft.nl;52.001807;4.374586;B;26;26;1;0;26;0;13;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja
SSP00312;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.570;A 257;A 257;CLASSROOM 7;Instruction room;onderwijsruimte;Building-22@tudelft.nl;Room-22.A.257@tudelft.nl;52.001807;4.374586;B;34;17;2;0;34;0;17;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja
SSP00313;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.630;A 263;A 263;CLASSROOM 8;Instruction room;onderwijsruimte;Building-22@tudelft.nl;Room-22.A.263@tudelft.nl;52.001807;4.374586;B;34;17;2;0;34;0;17;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja
SSP00314;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.660;A 266;A 266;CLASSROOM 9;Instruction room;onderwijsruimte;Building-22@tudelft.nl;Room-22.A.266@tudelft.nl;52.001807;4.374586;B;34;17;2;0;34;0;17;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja
SSP00315;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.030;A 203;A 203;COMPTERZAAL 3;Instruction room;concentratiestudieplek;Building-22@tudelft.nl;;52.001548;4.373703;A;15;15;1;15;0;0;15;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00316;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.010;A 201;A 201;COMPUTERZAAL 2;Instruction room;concentratiestudieplek;Building-22@tudelft.nl;;52.001548;4.373703;A;14;14;1;14;0;0;14;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00317;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;4e verdieping;22.00.04.250;F 425;F 425;EXAMINATION ROOM;Study Spot;onderwijsruimte;Building-22@tudelft.nl;Room-22.F.425@tudelft.nl;52.001226;4.373895;B;250;250;1;250;0;0;125;2;rustig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja
SSP00318;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;1e verdieping;22.01.01.500;A 150;A 150;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001710;4.374222;C;7;0;0;0;0;7;0;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00319;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.500;A 250;A 250;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001710;4.374222;C;6;0;0;0;0;6;0;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00320;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;begane grond;22.01.00.500;A 050;A 050;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001710;4.374222;C;6;0;0;0;0;4;0;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00321;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;begane grond;22.00.00.010;F 001;F 001;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001548;4.373703;C;10;0;0;0;0;10;0;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00322;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;begane grond;22.00.00.500;F 050;F 050;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.000887;4.374163;C;4;0;0;0;0;4;0;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00323;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;begane grond;22.00.00.750;F 075;F 075;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.000576;4.374350;C;23;7;3;0;23;0;7;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00324;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;begane grond;22.00.00.990;F 099;F 099;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.000287;4.374516;C;4;2;2;0;4;7;1;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00325;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;1e verdieping;22.00.01.010;F 101;F 101;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001548;4.373703;C;12;0;0;0;0;12;0;1;rumoerig;nee;nee;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00326;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;1e verdieping;22.00.01.250;F 125;F 125;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001226;4.373895;C;10;1;6;0;6;4;4;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00327;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;1e verdieping;22.00.01.500;F 150;F 150;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.000887;4.374163;C;4;0;0;0;0;4;0;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00328;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;1e verdieping;22.00.01.750;F 175;F 175;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.000576;4.374350;C;12;3;8;0;24;2;6;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00329;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.00.02.010;F 201;F 201;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001548;4.373703;C;7;0;0;0;0;7;0;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00330;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.00.02.250;F 225;F 225;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001226;4.373895;C;12;2;6;12;0;0;4;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00331;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.00.02.500;F 250;F 250;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.000887;4.374163;C;11;0;0;0;0;11;0;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00332;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.00.02.750;F 275;F 275;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.000576;4.374350;C;27;6;3;0;17;10;3;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00333;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;3e verdieping;22.00.03.250;F 325;F 325;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001226;4.373895;C;15;2;6;0;12;3;4;1;rustig;nee;ja;nee;nee;nee;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00334;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;3e verdieping;22.00.03.750;F 375;F 375;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.000576;4.374350;C;18;2;6;0;13;5;5;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
