Ref#;Gebouw NL;Gebouw EN;Gebouw ID;Afkorting NL;Afkorting EN;Etage;Vastgoednr;Kamernr;Kamer ID;Ruimtenaam;Soort studieplek;Email adres;Breedtegraad;Lengtegraad;Type Studieplek;Totaal aantal studieplekken;Aantal tafels;Aantal stoelen per tafel;Verstelbare stoel;Vaste stoel;Overige zitplek;Waarvan te gebruiken als individuele studieplek;Beschikbaarheid voor zelfstudie;Mate van stilte;Reserveerbaar voor zelfstudie;Daglicht;Stroompunt;Ethernet;Vaste PC;Whiteboard;Smartboard;Presentatiescherm;Afstand tot coffeecorner/ automaat;Afstand tot printer;Afstand tot toilet;Toegewezen aan project/groep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00288;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;begane grond;450;E-0-450;E-0-450;STUDIERUIMTE - groepsplekken;aanlandstudieplek / groepswerkplek;;;;B;40;5;8;0;40;0;20;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;ja;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00289;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;begane grond;450;E-T0-450;E-T0-450;STUDIERUIMTE;concentratiewerkplek;;;;A;16;1;16;16;0;0;16;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00290;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;begane grond;050;G-0-050;G-0-050;STUDIERUIMTE - stilteruimte;concentratiewerkplek;;;;A;56;7;8;56;0;0;42;1;stil;nee;nee;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00291;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;begane grond;050;G-0-050;G-0-050;STUDIERUIMTE - stilteruimte;concentratiewerkplek;;;;A;28;7;4;28;0;0;28;1;stil;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00292;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;begane grond;080;G-0-080;G-0-080;GROEPSRUIMTE - projectruimte 1;groepswerkplek;;;;B;6;1;6;0;6;0;6;1;rustig;ja;nee;ja (>/= 1 pp);ja;ja;ja;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00293;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;begane grond;100;G-0-100;G-0-100;GROEPSRUIMTE - projectruimte 2;groepswerkplek;;;;B;6;1;6;0;6;0;3;1;rustig;ja;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00294;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;begane grond;120;G-0-120;G-0-120;GROEPSRUIMTE - projectruimte 3;groepswerkplek;;;;B;6;1;6;0;6;0;3;1;rustig;ja;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00295;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;begane grond;140;G-0-140;G-0-140;GROEPSRUIMTE - projectruimte 4;groepswerkplek;;;;B;6;1;6;0;6;0;3;1;rustig;ja;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00296;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;begane grond;160;G-0-160;G-0-160;GROEPSRUIMTE - projectruimte 5;groepswerkplek;;;;B;6;1;6;0;6;0;3;1;rustig;ja;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00297;34 - 3mE;34 - Mechanical, Maritime and Materials Engineering;34 - 3mE;3ME;3ME;begane grond;180;G-0-180;G-0-180;GROEPSRUIMTE - projectruimte 6;groepswerkplek;;;;B;6;1;6;0;6;0;3;1;rustig;ja;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00298;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI;EEMCS;begane grond;130;HB 00.130;HB 00.130;GANG - centrale hal liftkant;aanlandstudieplek / groepswerkplek;;;;B;16;4;4;0;16;0;4;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00299;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI;EEMCS;begane grond;130;HB 00.130;HB 00.130;GANG - centrale hal raamkant;aanlandstudieplek / groepswerkplek;;;;B;36;6;6;0;36;0;24;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00300;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI;EEMCS;begane grond;510;HB 00.510;HB 00.510;GANG;aanlandplek;;;;B;16;2;4;0;8;8;4;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00301;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI;EEMCS;begane grond;511;HB 00.511;HB 00.511;STUDIERUIMTE;aanlandstudieplek / groepswerkplek;;;;B;36;18;2;18;0;0;18;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00302;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI;EEMCS;begane grond;512;HB 00.512;HB 00.512;GANG;aanlandstudieplek / groepswerkplek;;;;B;16;8;2;0;16;0;8;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00303;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI;EEMCS;begane grond;512;HB.00.512;HB.00.512;GANG - PC-plekken voor Boole;aanlandplek;;;;B;8;4;2;0;8;0;4;1;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00304;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI;EEMCS;1e verdieping;030;HB 01.030;HB 01.030;RESTAURANT - lange tafel;horecaplek;;;;C;156;26;6;0;156;0;52;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00305;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI;EEMCS;1e verdieping;030;HB 01.030;HB 01.030;RESTAURANT - vierkante tafels;horecaplek;;;;C;11;0;0;0;0;11;0;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00306;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI;EEMCS;1e verdieping;030;HB 01.030;HB 01.030;RESTAURANT - houtkleurige tafels;horecaplek;;;;C;32;4;8;0;32;0;16;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00307;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI;EEMCS;1e verdieping;513;HB 01.513;HB 01.513;GANG - lange tafel;informeel zitje;;;;C;20;2;10;0;20;0;8;1;rumoerig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00308;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI;EEMCS;1e verdieping;513;HB 01.513;HB 01.513;GANG - losse tafels, hoog en laag;informeel zitje;;;;C;52;5;6;0;32;0;8;1;rumoerig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00309;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI;EEMCS;2e verdieping;230;HB 02.230;HB 02.230;GROEPSRUIMTE - studieruimtes;groepswerkplek;;;;B;6;1;6;6;0;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;ja;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00310;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI;EEMCS;2e verdieping;240;HB 02.240;HB 02.240;GROEPSRUIMTE - studieplekken;groepswerkplek;;;;B;6;1;6;6;0;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;ja;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00311;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI;EEMCS;2e verdieping;300;HB 02.300;HB 02.300;STUDIERUIMTE - plekken raamzijde;concentratiewerkplek;;;;A;39;13;3;39;0;0;39;1;stil;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00312;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI;EEMCS;2e verdieping;300;HB 02.300;HB 02.300;STUDIERUIMTE - PC-plekken;concentratiewerkplek;;;;A;36;10;4;36;0;0;36;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00313;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI;EEMCS;2e verdieping;300;HB 02.300;HB 02.300;STUDIERUIMTE;concentratiewerkplek;;;;A;4;2;0;0;0;4;2;1;stil;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00314;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI;EEMCS;2e verdieping;300;HB 02.300;HB 02.300;STUDIERUIMTE;aanlandstudieplek / groepswerkplek;;;;B;8;1;6;0;6;2;2;1;stil;nee;ja;nee;nee;nee;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00315;62 - Luchtvaart- en Ruimtevaarttechniek;62 - Aerospace Engineering ;62 - Luchtvaart- en Ruimtevaarttechniek;LR;AE;begane grond;070;0.07;0.07;PC ZAAL;onderwijsruimte;Room-62.0.07@tudelft.nl;;;B;74;74;1;74;0;0;74;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00316;62 - Luchtvaart- en Ruimtevaarttechniek;62 - Aerospace Engineering ;62 - Luchtvaart- en Ruimtevaarttechniek;LR;AE;1e verdieping;?;?;?;GANG;aanlandplek;;;;B;16;16;1;0;0;0;16;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00317;62 - Luchtvaart- en Ruimtevaarttechniek;62 - Aerospace Engineering ;62 - Luchtvaart- en Ruimtevaarttechniek;LR;AE;begane grond;510;0.51;0.51;STUDIERUIMTE;aanlandstudieplek / groepswerkplek;;;;B;57;53;2;0;57;0;53;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00318;62 - Luchtvaart- en Ruimtevaarttechniek;62 - Aerospace Engineering ;62 - Luchtvaart- en Ruimtevaarttechniek;LR;AE;begane grond;800;00.800;00.800;GANG;informeel zitje;;;;C;16;4;4;0;16;0;3;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00319;62 - Luchtvaart- en Ruimtevaarttechniek;62 - Aerospace Engineering ;62 - Luchtvaart- en Ruimtevaarttechniek;LR;AE;begane grond;005;NB 05;NB 05;RESTAURANT - lage gedeelte;horecaplek;;;;C;117;35;3;27;76;14;52;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00320;62 - Luchtvaart- en Ruimtevaarttechniek;62 - Aerospace Engineering ;62 - Luchtvaart- en Ruimtevaarttechniek;LR;AE;1e verdieping;800;;;LEONARDO DA VINCIPLEIN;informeel zitje;;;;C;18;2;5;0;0;8;0;1;rustig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00321;62 - Luchtvaart- en Ruimtevaarttechniek;62 - Aerospace Engineering ;62 - Luchtvaart- en Ruimtevaarttechniek;LR;AE;begane grond;010;NB 10;NB 10;RESTAURANT - hoge gedeelte;horecaplek;;;;C;25;2;4;0;8;17;8;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00322;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;begane grond;160;0.02;0.02;RESTAURANT;horecaplek;;;;C;62;13;5;0;62;2;20;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00323;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;begane grond;160;0.02;0.02;SATEBAR;horecaplek;;;;C;12;6;0;0;0;12;6;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00324;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;begane grond;350;0.13;0.13;PROJECTRUIMTE 1;onderwijsruimte;;;;B;100;10;10;100;0;0;60;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00325;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;begane grond;400;0.15;0.15;PROJECTRUIMTE 2;onderwijsruimte;;;;B;50;5;10;50;0;0;30;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00326;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;begane grond;450;0.17;0.17;PROJECTRUIMTE 3;onderwijsruimte;;;;B;40;4;10;40;0;0;24;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00327;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;begane grond;540;0.18;0.18;PROJECTRUIMTE 4;onderwijsruimte;;;;B;50;5;10;50;0;0;30;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00328;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;begane grond;610;0.25;0.25;PROJECTRUIMTE 5;onderwijsruimte;;;;B;50;5;10;50;0;0;30;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00329;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;begane grond;802;00.(802);00.(802);GANG;informeel zitje;;;;C;16;3;6;0;10;6;8;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00330;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;begane grond;802;00.(802);00.(802);GANG;informeel zitje;;;;C;10;0;0;0;0;10;0;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00331;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;1e verdieping;802;0.802;0.802;GANG;informeel zitje;;;;C;9;3;3;9;0;0;6;1;rumoerig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00332;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;1e verdieping;140;1.14;1.14;RESTAURANT;horecaplek;;;;C;75;19;6;0;57;18;30;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00333;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;1e verdieping;350;1.16;1.16;PROJECTRUIMTE 6;onderwijsruimte;;;;B;100;10;10;100;0;0;60;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00334;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;1e verdieping;380;;;INSTRUCTIERUIMTE 1;onderwijsruimte;Room-66.1.380@tudelft.nl;;;A;21;7;3;21;0;0;14;2;stil;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00335;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;1e verdieping;440;;;INSTRUCTIERUIMTE 2;onderwijsruimte;Room-66.1.440@tudelft.nl;;;A;21;7;3;21;0;0;14;2;stil;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
